BjHHuzK5fuU,lens;cataract;iol;capsular;,"Why do I see a shadow, crescent or arc after cataract surgery? Treatment of Negative Dysphotopsia.","Why do I see a shadow to the side of my vision after cataract surgery?

In our practice, we inform 100% of our patients that undergo cataract surgery that they will experience 4 common symptoms on the first day after their surgery:
1 slightly blurred vision
2 a scratchy sensation like an eyelash is rubbing their eye
3 a flicker or quiver to their vision
4 a dark shadow out to the side.

This last symptom is also known as ※Negative Dysphotopsia.§

Patients with negative dysphotopsia classically share the following history:
※I see a dark shadow or arc out to the side.  It is curved like a semi-circle or crescent shape.  And when I place my hand like this (out to the side), the shadow goes away.§

The typical evolution of the negative dysphotopsia is that it goes away within 1-2 months as the eye heals and the brain adapts to seeing through the new lens implant.

Rarely, however some patients will have a persistent crescent or shadow that does not fully resolve and may persist indefinitely.  Most of these patients however state that the shadow is so subtle that it does not bother them or affect their quality of life.

For less than one-half of one percent of patients 每 probably closer to one in 5000 patients 每 they are severely bothered by the negative dysphotopsia that persists and does not go away.

What causes negative dysphotopsia?

First of all, ND typically occurs when the surgical procedure has been performed normally and the surgical result is normal without any complications whatsoever.

Some patients may ask, did something go wrong?  The answer is ※your surgery was routine and you are experiencing a normal unavoidable side effect that should go away with time＃usually within one or two months.§

There are Two factors associated with ND:
1 The design of the edge of the intraocular lens 每 show the edge of the IOL
2 The space between the lens and the iris 每 show a graphic

The best treatment is prevention.  We have found that the lens that creates this side effect the least often in my experience is the Bausch and Lomb LI61AO lens. This is our standard basic monofocal lens used in basic cataract surgery in our practice.  It is a 3 piece lens that due to it＊s design simply does not cause much negative dysphotopsia.

To date, I have placed over 5000 Bausch and Lomb LI61AO lenses and have had 1 or 2 patients state that they have persistent negative dysphotopsia.  Neither of these patients required additional treatment of their ND because their symptoms were relatively mild and tolerable.

Now, the most commonly used lens type used by most ophthalmologists is the ※Single piece acrylic (SPA) lens.§

This lens design is used in the vast majority of basic, astigmatism-correcting or toric lenses, and premium presbyopia-correcting lenses.

So all of our patients who receive a premium presbyopia-correcting lens or an astigmatism-correcting lens in our practice will receive a single-piece acrylic lens.

This lens design in my experience is associated with a higher rate of negative dysphotopsia than the LI61AO.

Let＊s talk about the worst case scenario: The patient has negative dysphotopsia, is very bothered by it, and the symptom 每 crescent/arc/shadow 每 is present all the time and is not getting better after waiting 3 months or more.

Then there are in my opinion 3 options:
1 If the patient has a SPA, then remove the SPA and replace it with an LI61AO lens.  In my experience, that treatment works almost every time.
2 If the patient has a lens inside the bag, then we can place a lens between the bag and the iris into the ciliary sulcus 每 moving it closer to the front of the eye and decreasing the space between the lens and the iris.
3 What if the patient however has a premium single piece acrylic IOL that is correcting both presbyopia and astigmatism and is only designed to be placed in the capsular bag?
a. Piggyback IOL in the sulcus
b. Reverse optic capture.

So let me present this case to you of a patient who had persistent very bothersome negative dysphotopsia.

This is a 49 year old gentleman who had lens replacement surgery on 11/11/19 with a panoptix toric lens.  
His UCVA and MR on 11/2/19 were: 
20/40 J16
MR: -0.25+2.00x105 20/20
The original surgery was routine and uncomplicated. 4 months postoperatively he reported the classic symptoms of ND including that he could ※constantly see the edge of the lens.§  He was very bothered.  So we performed Reverse optic capture on 4/29/2020.

His UCVA and refraction on the day of his IOL reposition:
UCVA 20/30 J2
MR: -0.25+1.00x115

The patient on POD1 was amazed with his vision.  The ND and edge of the lens effect were completely gone and his vision was improved as well.

UCVA 20/20 J1+
MR: -0.25+0.75x115 20/20

This case illustrates the technique to perform reverse optic capture for treatment of negative dysphotopsia in a patient with a panoptix toric lens.

Thank you for you time and attention and have a wonderful day.",shadow out to the side after cataract surgery,peripheral arc after cataract surgery,crescent out to the side after cataract surgery,I see the edge of the lens,I see a shadow out to the side,I see an arc off to the side after cataract surgery,How to treat the shadow I see after cataract surgery,How to treat the arc or crescent i see after cataract surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A9Qw0DIlGjI,lens;cataract;lens surgery;,"51 years of life lessons applied  to a 41 minute Cataract Surgery.  Shannon Wong, MD","As an ophthalmologist's (eye surgeon's) career evolves, we learn to master the technical, surgical and medical aspects of eye surgery.  How we can apply life lessons to create a great experience and outcome for our patients and our staff eventually becomes the highest priority.  Maturing as an eye surgeon involves developing and honing emotional intelligence (emotional quotient or EQ), and leadership qualities that are paramount for a successful team and mission success in business and life on a daily basis.

We apply these principles to this complicated case of cataract surgery.

0:01  Introduction
0:59 Lesson #1:Early identification of problems through pattern recognition
6:48 Lesson #2: Luck is where preparation meets opportunity
11:58 Lesson #3: Adversity does not build character. It reveal character.""
13:06 Jocko Willink: Mental exercises to overcome stress
16:40 Miracle on the Hudson.  Maintaining composure in times of chaos.
20:58 Summary",Cataract surgery complications,broken posterior capsule during cataract surgery management,management of cataract surgery complications,Extreme ownership application to business,dichotomy of leadership application to business,symfony lens,symphony lens surgery,JOCKO WILLINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V2Ib2ijQKz8,lens;iol exchange;iol;capsular;,IOL exchange in the presence of capsular fibrosis. 5-1-18.,"How to remove a lens implant in the presence of haptic fibrosis within the capsular bag.  Narrated and performed by Shannon Wong, MD.",IOLX,IOL exchange,intraocular lens exchange,capsular fibrosis around the haptic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dfbAflmK8HY,lens;cataract;iol;capsular;,No Capsule...No Problem!  Placement of a Symfony IOL into an open capsular bag.  4-7-18,"Shannon Wong, MD describes a case of placement of a one-piece symfony lens into the capsular bag that has an open posterior capsule and a posterior capsule extension.",zeiss lumera scope,symphony lens,laser lens replacement,laser cataract surgery,austin eye,signature pro,bimanual irrigation and aspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lr6ywkNpgAM,scleral;lens;iol;,Suture fixation of a subluxed Restor (one-piece) IOL.  3-31-18,Scleral Suture fixation of a subluxed Restor IOL with goretex suture.,dislocated lens implant,dislocated iol repair,subluxed iol repair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJtOAbQbBNQ,cataract;retinal;,Suprachoroidal Hemorrhage - The Black Cloud of Death. 3-11-18,Suprachoroidal hemorrhage also known as choroidal hemorrhage or expulsive hemorrhage is a rare but potentially devastating complication of eye surgery.  This case occurred during cataract surgery despite all attempts to prevent its occurrence.,choroidal hemorrhage,expulsive hemorrhage,retinal hemorrhage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xq5ETIeA9HI,scleral;cataract;iol;,"Suture fixation of subluxed, partially dislocated symfony IOL in-the-bag in 4K.  11-18-17.","Suture fixation of a dislocated/subluxed symfony IOL.  Original surgery 9/14/16 was routine and uncomplicated.  Patient seen 10/25/17 (more than one year postop) with normal vision and IOL contraption.  Then on 11/3/17, patient presented with decreased vision and no history of trauma.  We used goretex suture to sclerally fixated the IOL in-the-bag complex.  Patient's vision returned to baseline normal one day after surgery.",Suture fixation IOL,suture fixation dislocated IOL,suture fixation subluxed IOL,scleral fixation dislocated IOL,scleral fixation subluxed IOL,cataract surgery complication management,goretex suture IOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qgK3Z0O_Oy8,lens;posterior capsulotomy;capsular;,Symfony toric lens placement with posterior capsular tear and posterior capsulotomy in 4K.,"Placement of a symfony toric after posterior capsular opening followed by posterior capsulorhexis.  Narrated by Shannon Wong, MD.",Symfony toric complication,Shannon Wong,Austin eye,posterior capsulotomy,posterior capsulorhexis,placement of symfony one piece lens in presence of posterior capsular tear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h4H1s0uZVnE,cataract;lens surgery;iol;capsular;,"Crystalens Z syndrome repair. 2-19-2017.  Shannon Wong, MD","Crystalens Z-syndrome repaired by IOL rotation, insertion of Morcher capsular tension ring.  Shannon Wong narration.",crystalens z syndrome,crystalens complication management,crystalens surgery,capsular tension ring,crystalens repair,cataract surgery complication managment,cataract surgery complication repair,shannon wong md,shannon wong austin,shannon wong,austin eye,laser cataract surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERpGAi4a04A,scleral;lens;cataract;iol;pupilloplasty;,"Akreos scleral goretex suture fixation.  12/4/16.  Shannon Wong, MD",Case involved intraocular lens exchange (IOLX) removing a 3 piece posterior chamber intraocular lens (PCIOL) and suturing an Akreos PCIOL to sclera using 8.0 goretex suture.  Pupilloplasty using the Siepser sliding slip know is illustrated.  This is a surgical revision of one of my earlier published videos "How to repair a broken eye in 5 minutes"https://youtu.be/x1_q3plkvQg .,akreos suture fixation,akreos goretex suture fixation,suture fixation of a pciol,pupilloplasty,how to repair a subluxed lens implant,how to repair a subluxed IOL,how to repair a dislocated IOL,how to repair a dislocated lens implant,scleral suture fixation,scleral suture fixation pciol,scleral suture fixation of lens implant,mst microsurgical,condon snare,shannon wong,shannon wong md,austineye,austin eye,complex cataract surgery,how to fix a broken eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2PnbLBFKiyQ,phaco;cataract;,"Argentinian Flag sign 6-19-2016.  Surgery and Narration by Shannon Wong, MD","Despite taking all measures to prevent the Argentinian flag sign, we encounter this rare complication of cataract surgery and describe how we manage this situation.",Argentinian flag sign,shannon wong,shannon wong md,cataract surgery,cataract surgery austin,cataract surgeon,vision blue in cataract surgery,lumera T zeiss microscope,signature phacoemulsification,cataract surgery complications,cataract surgery complication management,li61ao,imprimis tmv,no drops cataract surgery,pars plana injection,pars plana injection of tmv,argentinian flag sign complication,argentinian flag sign complication management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ie0Bz7V7Wq8,cataract;capsular;,Crystalens insertion tips and tricks with an open posterior capsule.  11-1-15,"Shannon Wong, MD narrates insertion of the crystalens in the presence of an open posterior capsule.  Additional surgical technique pearls: removal of subincisional cortex, importance of inability to rotate the crystalens in the capsular bag, use of iris retractors to confirm trailing haptic placement, use of imprimis TMV (triamcinolone-moxifloxacin-vancomycin).",laser cataract surgery austin,crystalens austin,crystalens insertion,crystalens insertion tips,crystalsert insertion,crystalens insertion problems,crystalens with open posterior capsule,removeal subincisional cortex,austin eye,cataract surgery austin,management of cataract surgery complications,management of crystalens complications,laser eye surgery austin,shannon wong,shannon wong austin,shannon wong md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VHIc-z6SgPc,lens;iol exchange;iol;,"Torn Tecnis Toric IOL on insertion, IOL exchange, Proper insertion of tecnis toric IOL lens implant.","Proper and improper insertion of the tecnis toric lens implant.  IOL exchange using the pac-man technique.  Shannon Wong, MD.",MST microsurgical lens scissors,MST microsurgical IOL cutter,MST microsurgical forceps,shannon wong md,torn tecnis toric iol during insertion,proper insertion of tecnis toric lens implant,austin eye,Intraocular Lens (Medical Treatment),Health (Industry),Toric Lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zht7s_LQSus,cataract;capsular;,"Laser cataract surgery - brunescent cataract, Mackool capsular support, zonular dialysis.  11-15-14","Laser cataract surgery on a black/brown/root beer cataract with zonular dialysis, use of the Mackool capsular support system, Morcher capsular tension ring and the restor multifocal lens.  Shannon Wong, MD.",laser cataract surgery austin,laser cataract surgery,lensx laser cataract surgery austin,lensx laser cataract surgery,Mackool capsular support system,Morcher capsular tension ring,laser cataract surgery loose zonules,laser cataract surgery zonlular loss,laser cataract surgery zonular dialysis,shannon wong md,shannon wong austin,shannon wong,austin eye,cataract surgery complex,Cataract Surgery (Medical Treatment),Cataract (Disease Or Medical Condition),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8KC-yxmtveo,cataract;,Laser cataract surgery anterior capsule extension/tear complication management 3-1-14,"This video is about identification, cause and management of  Anterior capsule extension from femtosecond laser cataract surgery.  Date of surgery February 2014.  Lensx femtosecond laser with soft fit patient interface was used.",laser cataract surgery complication management,anterior capsule extension,lensx anterior capsule tear,zeiss lumera t microscope for cataract surgery,shannon wong,shannon wong austin,laser cataract surgery austin,austin eye laser cataract surgery,laser eye surgery austin,laser eye surgery shannon wong,Cataract Surgery (Medical Treatment),Femtosecond Laser For Cataract Surgery,anterior capsule tear,femtosecond anterior capsule tear,anterior capsule tear laser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ooHlIEibjQ,cataract;,Crystalens Z syndrome management 6-1-13,"Shannon Wong, MD shows and narrates a case in which a Crystalens Z syndrome was managed.",crystalens z syndrome,mst scissors,austin eye,cataract surgery austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dyULyqVNWYk,iol;iris suture fixation;,Iris suture fixation of a posterior chamber IOL (tecnis multifocal) 1-14-13,"Iris suture fixation tecnis multifocal PCIOL. How to tie a Siepser sliding slip knot. Shannon Wong, MD at Austin Eye demonstrates how to do both.",Iris suture fixation of PCIOL,Siepser sliding knot,Siepser sliding slip knot,Shannon Wong,Shannon Wong Austin,Austin eye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F9isQyzVJX0,lens;iol exchange;cataract;iol;,"IOL exchange. Calcified implant removal. Shannon Wong, MD. 5-18-11.","Removal of a silicone IOL with calcium deposits on the posterior
surface and implantation of an acrylic IOL.  Lens exchange done in the presence of an open posterior capsule.  Shannon Wong, MD is the ophthalmic surgeon. Video commentary and narration by Shannon Wong, MD.",IOL exchange,lens exchange,MST microsurgical scissors,MST microsurgical forceps,wong incision,cataract surgery austin,austin eye,shannon wong,cataract surgeon austin,austin ophthalmologist,calcified lens implant,calcified IOL,austin cataract,mst microsurgical scissors,mst microsurgical forceps,eye surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LLz_NYddlLg,lens;cataract;capsular;,Is Cataract Surgery Boring? Panoptix with an open posterior capsule. Posterior capsulorhexis.,"Is cataract surgery boring?

After all, we are just removing and replacing the natural lens with a lens implant＃.and we do it over and over thousands of times during the career of an ophthalmologist.

The short answer in my experience is, ※No.  It never gets boring.§

Why?

Because if you really care about doing great work, then there is a drive for perfection.  With cataract surgery, the goals are actually very diverse and involve a varied skill set.  For each surgical procedure we have to answer many questions:
1 Can I achieve as perfect an outcome as possible using techniques and tricks that I have acquired and learned over my lifetime?
2 Can I finish this task as efficiently as possible with the least amount of wasted time, materials and complete it with optimal safety?
3 How can I perform this task better now than I have in the past?
4 When unusual situations arise, can I problem solve to finish the mission safely?
5 When we encounter stressful situations, can I control my emotions to complete the mission while managing my surgical team and making sure the patient experience is smooth?

It＊s easy to think.  This procedure is so routine that it must get repetitive and redundant and boring.

If it get＊s boring, then the operator has plateaued in their skills and has reached a period of complacency and stagnation.

If surgery was repetitive and redundant, then robots could perform surgery.

They can＊t.

Why?  Because despite perfect planning and preparation, Murphy always shows-up.

This case illustrates that concept.

This is a 64 year old patient who is having Laser Lens Replacement with the panoptix toric lens to correct his presbyopia and astigmatism and to enable him to see far, mid and near without glasses.

His preoperative vision without glasses:
20/30 far and J5 (or 20/40 near)

His refraction:
+0.50+2.00x180 20/20

This is the appearance of the eye on POD 1.

His postoperative vision without glasses:
20/25 far and J1 (or 20/25 near)

His refraction:
Plano

Most importantly, he is happy with his vision without glasses and can now read comfortably without glasses from his eye with the panoptix lens.  Based on his positive experience and improved vision, he now chooses to have his second eye corrected one week later with the same type of lens implant.

So, cataract surgery never seems boring.  It is a constant challenge to master the technical, emotional and human skills that will create the safest, most efficient and best visual outcome that will ultimately make the patient happy so they can experience the rest of their lives with the best vision possible.

But it is the mindset that makes it challenging and interesting.  From my perspective, each surgical case is an opportunity to:
1 improve someone＊s life by improving their vision＃at it＊s core 每 helping people
2 improve the team working with me by sharing knowledge 
3 improve myself by challenging myself to perfect the array of skills necessary to create the best experience for the patient and the team

There are so many variables that we have to manage during cataract surgery. One of these variables involves taking risks.  Everything in life including surgery has risks.  But in order to achieve the greatest rewards in life, you have to take risks.  And by taking risks, we ultimately learn to solve problems that make us better surgeons and allow us to deliver the best possible care for our patients.",panoptix posterior capsule tear,single piece acrylic lens in capsular bad with posterior capsule break or tear,posterior capsulorhexis,little maneuver,capsulorhexis rescue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N6tJWDbM1sA,cataract;cataracts;,Treating the White Cataract in 2020 - Always interesting.,"Treatment of white cataracts can be challenging.  Though there are a numerous surgical techniques to treat white cataracts, surgeons and patients need to be prepared to manage issues that will be encountered during surgery.",white cataract,argentinian flag sign,intumescent cataract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mhVelotmMZI,lens;,Scratches and Scuff-Marks on Intraocular Lenses.  When are they visually significant?,"Scratches and Scuff-marks on IOLs are a not uncommon finding.  The question is when is the scratch visually significant?

We present a case of a visually significant scuff mark on a panoptix lens.  The patient underwent intraocular lens exchange (IOLX).  We describe the procedure and ask the patient his symptoms before and after the IOLX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3F-j3FVRwM8,iol exchange;cataract;cataracts;iol;,Removing a dense cataract with loose zonules 每 Intrascleral Haptic Fixation (ISHF).,"Removing cataracts in the presence of weak zones presents unique challenges.  We present a case involving cataract surgery with loose zonules, IOL decantation, IOL exchange followed by intrascleral haptic fixation (ISHF) using the Yamane technique.",complex cataract surgery,cataract surgery complications,cataract surgery complications treatment,cataract surgery complications management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opy6aJxeDpw,lens;cataract;,"Use of a lens loupe to remove a dense cataract.  Stand by to get some.  Shannon Wong, MD.",Removal of an unstable cataract with zonular loss followed by intrascleral haptic fixation of an LI61AO lens implant.  Complex cataract surgery.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DpbaCJz5oac,lens;iol exchange;,The PanOptix Lens.  What do we do when patients don't like it?  Replacing a PanOptix with a Symfony.,"(Disclosure: I have no financial interest in any of the products in this video)
The Panoptix lens is a presbyopia-correcting lens implant that successfully corrects vision at all distances - far, mid and near - enabling patients to see with minimal to no reliance on glasses.

It works well in 99+% of patients in our experience thus far.  Since no lens implant is perfect and without side effects, there are patients who may not like the quality or quantity of vision with the Panoptix.

We present a case of lens exchange (IOL exchange) where we removed the panoptix lens and replaced it with a symfony lens.  The patient did not like the vision with the Panoptix but was satisfied with the vision of the symfony lens.  He preferred the optical quality of vision with the symfony lens more than the panoptix lens.",laser lens replacement,austin eye,shannon wong,shannon wong md,can't see well panoptix,panoptix problem,bad vision panoptix,panoptix complication,blurred vision panoptix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mD-DG5NZulU,lens;phaco;cataract;,Cataract Surgery with Phacodonesis - Do we place a PanOptix Lens or a Monofocal Lens?,"Disclosure: I have no financial interest in any of the products presented in this video.
Phacodonesis is a lens inside the eye that shakes or oscillates due to weak or absent zonules which normally secure the lens to the outer wall of the eye (ciliary body).  Cataract surgery in the presence of loose or absent zonules can be complex.  We present a case where we remove a cataract with phacodonesis and loose zonules then place a panoptix lens implant.  The patient is seen 1 day after surgery and interviewed.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2GVzRucuGTQ,lens;iol exchange;cataract;,"""I don't like my vision with the Symfony Lens."" Replacing Symfony w/ PanOptix after YAG Capsulotomy.","(Disclosure: I have no financial interest in any of the products in this video)
The Symfony lens is a presbyopia-correcting lens implant that successfully corrects vision at all distances - far, mid and near - enabling patients to see with minimal to no reliance on glasses.

It works well in 99+% of patients in our experience thus far.  Since no lens implant is perfect and without side effects, there are patients who may not like the quality or quantity of vision with the Symfony.

We present a case of lens exchange (IOL exchange) where we removed the symfony lens and replaced it with a panoptix lens after the patient had undergone prior YAG laser capsulotomy.  The patient did not like the vision with the Symfony but was satisfied with the vision of the PanOptix lens.  She preferred the range of focus with the PanOptix lens more than the Symfony lens.

0:08  Background on Cataract and Lens Replacement surgery
1:20  Managing complications of cataract and lens replacement surgery
2:23 Case presentation
5:06 ""Adversity does not build character, it reveals it.""  Managing a complex problem with presbyopia-correcting lens implants.
9:33 Introduction of our patient
12:21 Surgical video
15:16 Result on postoperative day 1
15:42 Description of surgical outcome one month after surgery
16:47 Interview with the patient one month after surgery",Unhappy with symfony,unhappy with symphony lens,can't read with symfony lens,can't read with symphony lens,I don't like my vision with symfony lens,I don't like my vision with symphony lens,bad vision with symfony lens,bad vision with symphony lens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C38Z1EOsOAA,scleral;lens;iol;,How to fix a decentered and tilted IOL after intra-scleral haptic fixation (ISHF)?,"This patient's 1st surgery to his right eye: https://youtu.be/mD-DG5NZulU

If a patient has a decentered lens implant after intra-scleral haptic fixation, we can either perform an intraocular lens exchange (IOLX) or reposition the lens.  We present a patient who required surgical correction to recenter his decentered LI61AO lens after ISHF.

Patient's final vision after repositioning of the LI61AO was 20/20 (uncorrected) with a plano refraction OS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qP0hMudNTsg,lens;,Removal of a Symfony and placement of a Panoptix after Yag Capsulotomy - Intraocular lens exchange.,"This patient had excellent far vision but absolute presbyopia with the symfony lens.  Because she could not see anything clearly up-close with the syfmony lens, we performed and intraocular lens exchange (IOLX) and replaced the symfony with a panoptix lens after Yag Capsulotomy.  The outcome and patient satisfaction after this procedure was excellent.  Reverse optic capture is an excellent technique for single piece acrylic lens fixation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wHo59f6mE4k,lens;cataract;capsular;,Murphy always shows up. Ahmed capsular tension segments to fixate panoptix lens w/zonular dialysis.,Goretex suture fixation of a subluxed PanOptix lens implant with zonular dialysis using two Ahmed capsular tension segments.  How to tie and untie and retie goretex suture.,capsular tension ring complication management,suture fixation panoptix lens,suture fixation of single piece acrylic lens,goretex suture fixation panoptix,goretex suture fixation single piece acrylic lens,complex cataract surgery,cataract surgery,shannon wong md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGp81KJcle4,lens;cataract;capsular;,Goretex suture fixation of a single-piece acrylic lens (PanOptix) - A Novel Technique.,"We describe a novel technique to suture a single piece acrylic PanOptix toric lens implant to the sclera using goretex in the absence of capsular support.  Surgeon: Shannon Wong, MD.  (I have no financial interest in any devices used in this video).

0:01   Introduction: You are only limited by your imagination and your will to succeed.
1:10   The complication and management - Anterior capsule extension that opens the posterior capsule
4:03   The result on postop day 1.  The subluxed panoptix lens.
4:41   The 1st attempt at suture fixation of a panoptix lens using goretex (2nd surgery)
10:01  The result one week postop after attempted suture fixation of a panoptix lens with an open posterior capsule.
11:15  The 3rd surgery to fixate a panoptix lens with goretex to the sclera.  Imagination and Will.
16:12  The result
17:59  Lessons learned.  Hope for the future.",Panoptix lens complication management,treatment of panoptix complication,complex cataract surgery,posterior capsule rupture cataract surgery,anterior capsule extension cataract surgery,Do you have the will to succeed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIDHOW-1d7U,lasik;lens;cataract;,How do doctors manage difficult patients and problems? Simple. But never easy...,"3:07 Always level with the patient
5:07 Set realistic expectations up-front
6:00 Develop Pattern Recognition
8:51 Managing the demanding patient with a complex problem
14:37 Surgery goes well.  But the patient is not happy.  Now what?
18:47 Controlling emotions
26:21 Extreme ownership
27:20 Developing your business model
31:52 Evolving",unhappy with vision after cataract surgery,how to sue a doctor,finding the best surgeon,how to find the best surgeon,how to pick the best lens implant,normal symptoms after eye surgery,Lasik complications,complications after eye surgery,what is wrong with my vision after eye surgery,best eye surgeon,best eye surgeon austin,best ophthalmologist austin,best eye doctor,best eye doctor austin,best cataract surgeon,best cataract surgeon austin,best Lasik surgeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62wGphGctfg,cataract;iol;capsular;,When ALL HELL BREAKS LOOSE.  Zonular dialysis and placement of the Synergy lens.,"Complex cataract surgery case involving the following principles:
1 Complication identification.  Identify early, the problem
2 Optimize visualization 每 iris retractors
3 Gain control 每 capsule retractors
4 Proceed with caution 每 cataract removal
5 Would be more risky with femto rhexis
6 Cataract removed＃whew!  Now, start pulling-the-thread.
7 When to pull the retractors?.....AFTER IOL INSERTION.
8 IOL INSERTION
9 Identify zonular dialysis
10 Next step: CTR??? No＃.Ahmed capsular tension segment
11 Placement of CTS
12 Adjust tension on CTS
13 Vitrectomy
14 Iris prolapse management
15 Miostat
16 Stay calm＃have a plan＃.execute the plan＃stay calm in your voice＃think 3 steps ahead for the staff so you are not caught behind the 8 ball.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cPlg4FfE0kk,lens;cataract;iol;capsular;,"""How to get rid of the shadow that I see after cataract surgery."" Treatment of Negative Dysphotopsia","Overview of negative dysphotopsia: https://youtu.be/BjHHuzK5fuU
Treatment of negative dysphotopsia involves moving the intraocular lens (or IOL) optic from inside of the capsular bag anteriorly to place the optic anterior to the anterior capsular leaflets while keeping the IOL haptics inside the capsular bag in a procedure known as reverse optic capture.

To achieve reverse capture or ROC, we extricate the IOL from inside the capsular bag, then gently reposition it to make sure the haptics remain inside the capsular bag while the optic is now anterior or in front of the anterior capsular rim.

In my experience, ROC cures negative dysphotopsia in over 90% of cases.

This procedure is performed with eyedrop anesthetic and takes about 10 minutes to perform.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m8JqhJ0NG3Q,lens;,Murphy＊s law is a constant.  Broken posterior capsule during Synergy lens rotation 每 Our solution.,Reverse optic capture is an extremely useful technique for placement of a single piece acrylic lens in the presence of an open posterior capsule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pfrk6MHVQGU,lens;,There is no perfect lens implant.  How to manage the unhappy patient with a Synergy lens.,"Approximately 1 in 400 patients with a  multifocal or extended depth of focus lens implant will be very unhappy or dissatisfied with their vision with these lenses - Symfony, Restor, Tennis multifocal, synergy, panoptix and vivity - due to their optical design.

We present a case where a patient was very dis-satisfied with her vision through her synergy lens.  We chose to remove the synergy and replace it with a vivity lens.

0:01 Introduction - Nothing is perfect
1:00 How to handle a situation where the surgery goes well but the patient is unhappy?
1:50 Case presentation of a patient who sees well with the synergy lens but does not like her vision
3:30 Jedi mind trick
7:05 Interview with patient unsatisfied with synergy lens (2 days before intraocular lens exchange)
10:55 Intraocular lens exchange where we remove the synergy and replace it with the vivity lens
12:39  Interview with patient after intraocular lens exchange.  How did she do?
16:09 Conclusions

I have no financial interest in any of the products discussed in this video.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
